tag,aclnn_api,torch_npu_status,evidence,via_op_names,via_op_names_yaml_exec,via_op_names_src_scan,via_cpp_funcs,cpp_files,op_api_versions,direct_match_ops,suspected_fusion,remarks
all,aclnnInplaceHardtanh,已接入,yaml_exec,hardtanh_,hardtanh_,,,,all_version,hardtanh_,False,yaml_only
all,aclnnInplaceIndexCopy,已接入,yaml_exec,index_copy_,index_copy_,,,,"['v2.1', 'newest']",index_copy_,False,yaml_only
all,aclnnInplaceIndexFill,已接入,src_scan,index_fill_.int_Scalar;index_fill_.int_Tensor,,index_fill_.int_Scalar;index_fill_.int_Tensor,index_fill_,../op-plugin/op_plugin/ops/opapi/IndexFillKernelNpuOpApi.cpp,all_version,index_fill_.int_Scalar;index_fill_.int_Tensor,False,shared_by_2_ops;src_only
all,aclnnInplaceIndexFillTensor,已接入,src_scan,index_fill_.int_Scalar;index_fill_.int_Tensor,,index_fill_.int_Scalar;index_fill_.int_Tensor,index_fill_,../op-plugin/op_plugin/ops/opapi/IndexFillKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceLeScalar,已接入,src_scan,le_.Scalar;le_.Tensor,,le_.Scalar;le_.Tensor,le_,../op-plugin/op_plugin/ops/opapi/LeKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceLeTensor,已接入,src_scan,le_.Scalar;le_.Tensor,,le_.Scalar;le_.Tensor,le_,../op-plugin/op_plugin/ops/opapi/LeKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceLeakyRelu,已接入,yaml_exec,leaky_relu_,leaky_relu_,,,,all_version,leaky_relu_,False,yaml_only
all,aclnnInplaceLerp,已接入,yaml_exec,lerp_.Tensor,lerp_.Tensor,,,,all_version,lerp_.Tensor,False,yaml_only
all,aclnnInplaceLerps,已接入,yaml_exec,lerp_.Scalar,lerp_.Scalar,,,,all_version,,True,yaml_only
all,aclnnInplaceLog,已接入,src_scan,log_,,log_,log_,../op-plugin/op_plugin/ops/opapi/LogKernelNpuOpApi.cpp,all_version,log_,False,src_only
all,aclnnInplaceLog10,已接入,yaml_exec,log10_,log10_,,,,all_version,log10_,False,yaml_only
all,aclnnInplaceLog1p,已接入,yaml_exec,log1p_,log1p_,,,,all_version,log1p_,False,yaml_only
all,aclnnInplaceLog2,已接入,yaml_exec,log2_,log2_,,,,all_version,log2_,False,yaml_only
all,aclnnInplaceLogicalAnd,已接入,yaml_exec,logical_and_,logical_and_,,,,all_version,logical_and_,False,yaml_only
all,aclnnInplaceLogicalNot,已接入,yaml_exec,logical_not_,logical_not_,,,,all_version,logical_not_,False,yaml_only
all,aclnnInplaceLogicalOr,已接入,src_scan,logical_or_,,logical_or_,logical_or_,../op-plugin/op_plugin/ops/opapi/LogicalOrKernelNpuOpApi.cpp,all_version,logical_or_,False,src_only
all,aclnnInplaceLtScalar,已接入,src_scan,lt_.Scalar;lt_.Tensor,,lt_.Scalar;lt_.Tensor,lt_,../op-plugin/op_plugin/ops/opapi/LtKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceLtTensor,已接入,src_scan,lt_.Scalar;lt_.Tensor,,lt_.Scalar;lt_.Tensor,lt_,../op-plugin/op_plugin/ops/opapi/LtKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceMaskedFillScalar,已接入,src_scan,masked_fill_.Scalar;masked_fill_.Tensor,,masked_fill_.Scalar;masked_fill_.Tensor,masked_fill_,../op-plugin/op_plugin/ops/opapi/MaskedFillKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceMaskedFillTensor,已接入,src_scan,,,,IsCPUScalar,../op-plugin/op_plugin/ops/opapi/MaskedFillKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnInplaceMaskedScatter,已接入,src_scan,,,,check_memory,../op-plugin/op_plugin/ops/opapi/LogKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MaskedScatterKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/PutKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnInplaceMatmulAllReduceAddRmsNorm,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceMish,已接入,src_scan,mish_,,mish_,mish_,../op-plugin/op_plugin/ops/opapi/MishKernelNpuOpApi.cpp,all_version,mish_,False,src_only
all,aclnnInplaceMul,已接入,src_scan,mul_.Scalar;mul_.Tensor,,mul_.Scalar;mul_.Tensor,inplace_mul_out_npu_no_check;mul_,../op-plugin/op_plugin/ops/opapi/MulKernelNpuOpApi.cpp,all_version,mul_.Scalar;mul_.Tensor,False,shared_by_2_ops;src_only
all,aclnnInplaceMuls,已接入,src_scan,mul_.Scalar;mul_.Tensor,,mul_.Scalar;mul_.Tensor,inplace_mul_out_npu_no_check;mul_,../op-plugin/op_plugin/ops/opapi/MulKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceNanToNum,已接入,src_scan,nan_to_num_,,nan_to_num_,nan_to_num_,../op-plugin/op_plugin/ops/opapi/NanToNumKernelNpuOpApi.cpp,all_version,nan_to_num_,False,src_only
all,aclnnInplaceNeScalar,已接入,src_scan,ne_.Scalar;ne_.Tensor,,ne_.Scalar;ne_.Tensor,ne_,../op-plugin/op_plugin/ops/opapi/NeKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceNeTensor,已接入,src_scan,ne_.Scalar;ne_.Tensor,,ne_.Scalar;ne_.Tensor,ne_,../op-plugin/op_plugin/ops/opapi/NeKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceNeg,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceNormal,已接入,src_scan,normal_,,normal_,normal_,../op-plugin/op_plugin/ops/opapi/NormalKernelNpuOpApi.cpp,all_version,normal_,False,src_only
all,aclnnInplaceNormalTensor,已接入,src_scan,normal_,,normal_,normal_,../op-plugin/op_plugin/ops/opapi/NormalKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnInplaceOne,已接入,src_scan,one_;ones;ones.names;ones.out;ones_like,,one_;ones;ones.names;ones.out;ones_like,one_;ones;ones_like;ones_out,../op-plugin/op_plugin/ops/opapi/OnesKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/OnesLikeKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",one_,False,shared_by_5_ops;src_only
all,aclnnInplacePowTensorScalar,已接入,yaml_exec,pow_.Scalar,pow_.Scalar,,,,all_version,,True,yaml_only
all,aclnnInplacePowTensorTensor,已接入,yaml_exec,pow_.Tensor,pow_.Tensor,,,,all_version,,True,yaml_only
all,aclnnInplacePut,已接入,src_scan,,,,check_memory,../op-plugin/op_plugin/ops/opapi/LogKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MaskedScatterKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/PutKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnInplaceQuantMatmulAllReduceAddRmsNorm,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceQuantScatter,已接入,src_scan,npu_quant_scatter;npu_quant_scatter_,,npu_quant_scatter;npu_quant_scatter_,npu_quant_scatter;npu_quant_scatter_,../op-plugin/op_plugin/ops/opapi/QuantScatterKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceRReluWithNoise,已接入,src_scan,rrelu_with_noise_,,rrelu_with_noise_,rrelu_with_noise_,../op-plugin/op_plugin/ops/opapi/RReluWithNoiseKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnInplaceRandom,已接入,src_scan,random_;random_.from;random_.to,,random_;random_.from;random_.to,random_;random_op_api_,../op-plugin/op_plugin/ops/opapi/RandomKernelNpuOpApi.cpp,all_version,random_;random_.from;random_.to,False,shared_by_3_ops;src_only
all,aclnnInplaceRandomTensor,已接入,src_scan,,,,random_op_api_,../op-plugin/op_plugin/ops/opapi/RandomKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnInplaceReciprocal,已接入,yaml_exec,reciprocal_,reciprocal_,,,,all_version,reciprocal_,False,yaml_only
all,aclnnInplaceRelu,已接入,yaml_exec,relu_,relu_,,,,all_version,relu_,False,yaml_only
all,aclnnInplaceRemainderTensorScalar,已接入,src_scan,remainder_.Scalar;remainder_.Tensor,,remainder_.Scalar;remainder_.Tensor,remainder_,../op-plugin/op_plugin/ops/opapi/RemainderKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceRemainderTensorTensor,已接入,src_scan,remainder_.Scalar;remainder_.Tensor,,remainder_.Scalar;remainder_.Tensor,remainder_,../op-plugin/op_plugin/ops/opapi/RemainderKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceRenorm,已接入,src_scan,renorm_,,renorm_,renorm_,../op-plugin/op_plugin/ops/opapi/RenormKernelNpuOpApi.cpp,all_version,renorm_,False,src_only
all,aclnnInplaceRound,已接入,yaml_exec,round_,round_,,,,all_version,round_,False,yaml_only
all,aclnnInplaceRoundDecimals,已接入,src_scan,round_;round_.decimals,,round_;round_.decimals,round_,../op-plugin/op_plugin/ops/opapi/RoundDecimalsKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceRsqrt,已接入,yaml_exec,rsqrt_,rsqrt_,,,,all_version,rsqrt_,False,yaml_only
all,aclnnInplaceScatter,已接入,src_scan,scatter_.src;scatter_.value,,scatter_.src;scatter_.value,scatter_,../op-plugin/op_plugin/ops/opapi/ScatterKernelNpuOpApi.cpp,all_version,scatter_.src;scatter_.value,False,shared_by_2_ops;src_only
all,aclnnInplaceScatterUpdate,已接入,src_scan,scatter_update_,,scatter_update_,scatter_update_,../op-plugin/op_plugin/ops/opapi/ScatterUpdateKernelNpuOpApi.cpp,all_version,scatter_update_,False,src_only
all,aclnnInplaceScatterValue,已接入,src_scan,scatter_.src;scatter_.value,,scatter_.src;scatter_.value,scatter_,../op-plugin/op_plugin/ops/opapi/ScatterKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceSelu,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceSigmoid,已接入,yaml_exec,sigmoid_,sigmoid_,,,,all_version,sigmoid_,False,yaml_only
all,aclnnInplaceSin,已接入,yaml_exec,sin_,sin_,,,,all_version,sin_,False,yaml_only
all,aclnnInplaceSinc,已接入,yaml_exec,sinc_,sinc_,,,,all_version,sinc_,False,yaml_only
all,aclnnInplaceSinh,已接入,yaml_exec,sinh_,sinh_,,,,all_version,sinh_,False,yaml_only
all,aclnnInplaceSqrt,已接入,yaml_exec,sqrt_,sqrt_,,,,all_version,sqrt_,False,yaml_only
all,aclnnInplaceSub,已接入,src_scan,sub_.Scalar;sub_.Tensor,,sub_.Scalar;sub_.Tensor,inplace_sub_out_npu_no_check;sub_,../op-plugin/op_plugin/ops/opapi/SubKernelNpuOpApi.cpp,all_version,sub_.Scalar;sub_.Tensor,False,shared_by_2_ops;src_only
all,aclnnInplaceSubs,已接入,src_scan,sub_.Scalar;sub_.Tensor,,sub_.Scalar;sub_.Tensor,inplace_sub_out_npu_no_check;sub_,../op-plugin/op_plugin/ops/opapi/SubKernelNpuOpApi.cpp,all_version,,True,shared_by_2_ops;src_only
all,aclnnInplaceTan,已接入,yaml_exec,tan_,tan_,,,,all_version,tan_,False,yaml_only
all,aclnnInplaceTanh,已接入,src_scan,tanh_,,tanh_,tanh_,../op-plugin/op_plugin/ops/opapi/TanhKernelNpuOpApi.cpp,all_version,tanh_,False,src_only
all,aclnnInplaceThreshold,已接入,src_scan,threshold_,,threshold_,threshold_,../op-plugin/op_plugin/ops/opapi/ThresholdKernelNpuOpApi.cpp,all_version,threshold_,False,src_only
all,aclnnInplaceTril,已接入,yaml_exec,tril_,tril_,,,,all_version,tril_,False,yaml_only
all,aclnnInplaceTriu,已接入,yaml_exec,triu_,triu_,,,,all_version,triu_,False,yaml_only
all,aclnnInplaceTrunc,已接入,yaml_exec,trunc_,trunc_,,,,all_version,trunc_,False,yaml_only
all,aclnnInplaceUniform,已接入,src_scan,uniform_,,uniform_,uniform_,../op-plugin/op_plugin/ops/opapi/UniformKernelNpuOpApi.cpp,all_version,uniform_,False,src_only
all,aclnnInplaceUniformTensor,已接入,src_scan,uniform_,,uniform_,uniform_,../op-plugin/op_plugin/ops/opapi/UniformKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnInplaceWeightQuantMatmulAllReduceAddRmsNorm,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceXLogYScalarOther,已接入,yaml_exec,xlogy_.Scalar_Other,xlogy_.Scalar_Other,,,,all_version,,True,yaml_only
all,aclnnInplaceXLogYTensor,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInplaceZero,已接入,src_scan,zero_;zeros;zeros.names;zeros.out;zeros_like,,zero_;zeros;zeros.names;zeros.out;zeros_like,zero_;zeros;zeros_like;zeros_out;zeros_symint,../op-plugin/op_plugin/ops/opapi/ZerosKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ZerosLikeKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",zero_,False,shared_by_5_ops;src_only
all,aclnnInstanceNorm,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnInverse,已接入,yaml_exec,inverse;inverse.out,inverse;inverse.out,,,,all_version,inverse;inverse.out,False,shared_by_2_ops;yaml_only
all,aclnnIou,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnIsClose,已接入,yaml_exec,isclose,isclose,,,,all_version,,True,yaml_only
all,aclnnIsFinite,已接入,yaml_exec,isfinite,isfinite,,,,all_version,,True,yaml_only
all,aclnnIsInScalarTensor,已接入,yaml_exec,isin.Scalar_Tensor_out,isin.Scalar_Tensor_out,,,,all_version,,True,yaml_only
all,aclnnIsInTensorScalar,已接入,yaml_exec,isin.Tensor_Scalar;isin.Tensor_Scalar_out,isin.Tensor_Scalar;isin.Tensor_Scalar_out,,,,all_version,,True,shared_by_2_ops;yaml_only
all,aclnnIsInf,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnIsNegInf,已接入,yaml_exec,isneginf.out,isneginf.out,,,,all_version,,True,yaml_only
all,aclnnIsPosInf,已接入,yaml_exec,isposinf.out,isposinf.out,,,,all_version,,True,yaml_only
all,aclnnKlDiv,已接入,yaml_exec,kl_div,kl_div,,,,all_version,kl_div,False,yaml_only
all,aclnnKlDivBackward,已接入,yaml_exec,kl_div_backward,kl_div_backward,,,,"['v2.1', 'newest']",kl_div_backward,False,yaml_only
all,aclnnKthvalue,已接入,src_scan,kthvalue;kthvalue.dimname;kthvalue.dimname_out;kthvalue.values,,kthvalue;kthvalue.dimname;kthvalue.dimname_out;kthvalue.values,kthvalue;kthvalue_out,../op-plugin/op_plugin/ops/opapi/KthvalueKernelNpuOpApi.cpp,all_version,kthvalue;kthvalue.dimname;kthvalue.dimname_out;kthvalue.values,False,shared_by_4_ops;src_only
all,aclnnL1Loss,已接入,yaml_exec,l1_loss,l1_loss,,,,all_version,l1_loss,False,yaml_only
all,aclnnL1LossBackward,已接入,yaml_exec,l1_loss_backward,l1_loss_backward,,,,"['v2.1', 'newest']",l1_loss_backward,False,yaml_only
all,aclnnLayerNorm,已接入,src_scan,,,,Tensor,../op-plugin/op_plugin/ops/opapi/LayerNormKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/NLLLoss2dBackwardKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/NLLLoss2dKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/NLLLossBackwardKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnLayerNormBackward,已接入,src_scan,native_layer_norm_backward,,native_layer_norm_backward,native_layer_norm_backward,../op-plugin/op_plugin/ops/opapi/LayerNormBackwardKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,src_only
all,aclnnLayerNormWithImplMode,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnLeScalar,已接入,src_scan,le.Scalar;le.Scalar_out;le.Tensor;le.Tensor_out,,le.Scalar;le.Scalar_out;le.Tensor;le.Tensor_out,le;le_out,../op-plugin/op_plugin/ops/opapi/LeKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnLeTensor,已接入,src_scan,le.Scalar;le.Scalar_out;le.Tensor;le.Tensor_out,,le.Scalar;le.Scalar_out;le.Tensor;le.Tensor_out,le;scalar_type,../op-plugin/op_plugin/ops/opapi/LeKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/LogSumExpKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MeanKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MseLossKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/NansumKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnLeakyRelu,已接入,yaml_exec,leaky_relu;leaky_relu.out,leaky_relu;leaky_relu.out,,,,all_version,leaky_relu;leaky_relu.out,False,shared_by_2_ops;yaml_only
all,aclnnLeakyReluBackward,已接入,yaml_exec,leaky_relu_backward;leaky_relu_backward.grad_input,leaky_relu_backward;leaky_relu_backward.grad_input,,,,all_version,leaky_relu_backward;leaky_relu_backward.grad_input,False,shared_by_2_ops;yaml_only
all,aclnnLerp,已接入,yaml_exec,lerp.Tensor;lerp.Tensor_out,lerp.Tensor;lerp.Tensor_out,,,,all_version,lerp.Tensor;lerp.Tensor_out,False,shared_by_2_ops;yaml_only
all,aclnnLerps,已接入,yaml_exec,lerp.Scalar;lerp.Scalar_out,lerp.Scalar;lerp.Scalar_out,,,,all_version,,True,shared_by_2_ops;yaml_only
all,aclnnLgamma,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnLightningIndexerGrad,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnLinalgCholesky,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnLinalgCross,已接入,yaml_exec,linalg_cross;linalg_cross.out,linalg_cross;linalg_cross.out,,,,all_version,linalg_cross;linalg_cross.out,False,shared_by_2_ops;yaml_only
all,aclnnLinalgQr,已接入,src_scan,linalg_qr;linalg_qr.out,,linalg_qr;linalg_qr.out,linalg_qr;linalg_qr_out,../op-plugin/op_plugin/ops/opapi/LinalgQrKernelNpuOpApi.cpp,all_version,linalg_qr;linalg_qr.out,False,shared_by_2_ops;src_only
all,aclnnLinalgVectorNorm,已接入,src_scan,linalg_vector_norm;linalg_vector_norm.out,,linalg_vector_norm;linalg_vector_norm.out,linalg_vector_norm;linalg_vector_norm_out,../op-plugin/op_plugin/ops/opapi/LinalgNormKernelNpuOpApi.cpp,all_version,linalg_vector_norm;linalg_vector_norm.out,False,shared_by_2_ops;src_only
all,aclnnLinspace,已接入,src_scan,linspace;linspace.out,,linspace;linspace.out,linspace;linspace_out,../op-plugin/op_plugin/ops/opapi/LinspaceKernelNpuOpApi.cpp,all_version,linspace;linspace.out,False,shared_by_2_ops;src_only
all,aclnnLog,已接入,src_scan,log;log.out,,log;log.out,check_memory;log,../op-plugin/op_plugin/ops/opapi/LogKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MaskedScatterKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/PutKernelNpuOpApi.cpp,all_version,log;log.out,False,shared_by_2_ops;src_only
all,aclnnLog10,已接入,yaml_exec,log10;log10.out,log10;log10.out,,,,all_version,log10;log10.out,False,shared_by_2_ops;yaml_only
all,aclnnLog1p,已接入,yaml_exec,log1p;log1p.out,log1p;log1p.out,,,,all_version,log1p;log1p.out,False,shared_by_2_ops;yaml_only
all,aclnnLog2,已接入,yaml_exec,log2;log2.out,log2;log2.out,,,,all_version,log2;log2.out,False,shared_by_2_ops;yaml_only
all,aclnnLogAddExp,已接入,yaml_exec,logaddexp;logaddexp.out,logaddexp;logaddexp.out,,,,all_version,,True,shared_by_2_ops;yaml_only
all,aclnnLogAddExp2,已接入,yaml_exec,logaddexp2;logaddexp2.out,logaddexp2;logaddexp2.out,,,,all_version,,True,shared_by_2_ops;yaml_only
all,aclnnLogSigmoid,已接入,src_scan,log_sigmoid;log_sigmoid.out;log_sigmoid_forward;log_sigmoid_forward.output,,log_sigmoid;log_sigmoid.out;log_sigmoid_forward;log_sigmoid_forward.output,log_sigmoid;log_sigmoid_forward;log_sigmoid_out,../op-plugin/op_plugin/ops/opapi/LogSigmoidNpuOpApi.cpp,all_version,log_sigmoid;log_sigmoid.out,False,shared_by_4_ops;src_only
all,aclnnLogSigmoidBackward,已接入,yaml_exec,log_sigmoid_backward;log_sigmoid_backward.grad_input,log_sigmoid_backward;log_sigmoid_backward.grad_input,,,,all_version,log_sigmoid_backward;log_sigmoid_backward.grad_input,False,shared_by_2_ops;yaml_only
all,aclnnLogSigmoidForward,已接入,src_scan,log_sigmoid_forward;log_sigmoid_forward.output,,log_sigmoid_forward;log_sigmoid_forward.output,check_tensor;log_sigmoid_forward,../op-plugin/op_plugin/ops/opapi/IndexAddKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/LogSigmoidNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MaxKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ProdKernelNpuOpApi.cpp,all_version,log_sigmoid_forward;log_sigmoid_forward.output,False,shared_by_2_ops;src_only
all,aclnnLogSoftmax,已接入,yaml_exec,_log_softmax,_log_softmax,,,,all_version,_log_softmax,False,yaml_only
all,aclnnLogSoftmaxBackward,已接入,yaml_exec,_log_softmax_backward_data;_log_softmax_backward_data.out,_log_softmax_backward_data;_log_softmax_backward_data.out,,,,all_version,,True,shared_by_2_ops;yaml_only
all,aclnnLogSumExp,已接入,src_scan,logsumexp;logsumexp.names;logsumexp.names_out;logsumexp.out,,logsumexp;logsumexp.names;logsumexp.names_out;logsumexp.out,logsumexp;scalar_type,../op-plugin/op_plugin/ops/opapi/LeKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/LogSumExpKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MeanKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MseLossKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/NansumKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnLogdet,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnLogicalAnd,已接入,yaml_exec,logical_and;logical_and.out,logical_and;logical_and.out,,,,all_version,logical_and;logical_and.out,False,shared_by_2_ops;yaml_only
all,aclnnLogicalNot,已接入,yaml_exec,logical_not;logical_not.out,logical_not;logical_not.out,,,,all_version,logical_not;logical_not.out,False,shared_by_2_ops;yaml_only
all,aclnnLogicalOr,已接入,src_scan,logical_or;logical_or.out,,logical_or;logical_or.out,logical_or;logical_or_out,../op-plugin/op_plugin/ops/opapi/LogicalOrKernelNpuOpApi.cpp,all_version,logical_or;logical_or.out,False,shared_by_2_ops;src_only
all,aclnnLogicalXor,已接入,yaml_exec,logical_xor;logical_xor.out,logical_xor;logical_xor.out,,,,all_version,logical_xor;logical_xor.out,False,shared_by_2_ops;yaml_only
all,aclnnLogit,已接入,src_scan,logit;logit.out,,logit;logit.out,logit;logit_out,../op-plugin/op_plugin/ops/opapi/LogitKernelNpuOpApi.cpp,"['v2.1', 'newest']",logit;logit.out,False,shared_by_2_ops;src_only
all,aclnnLogitGrad,已接入,src_scan,logit_backward;logit_backward.grad_input,,logit_backward;logit_backward.grad_input,logit_backward;logit_backward_out,../op-plugin/op_plugin/ops/opapi/LogitBackwardKernelOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_2_ops;src_only
all,aclnnLtScalar,已接入,src_scan,lt.Scalar;lt.Scalar_out;lt.Tensor;lt.Tensor_out,,lt.Scalar;lt.Scalar_out;lt.Tensor;lt.Tensor_out,lt;lt_out,../op-plugin/op_plugin/ops/opapi/LtKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnLtTensor,已接入,src_scan,lt.Scalar;lt.Scalar_out;lt.Tensor;lt.Tensor_out,,lt.Scalar;lt.Scalar_out;lt.Tensor;lt.Tensor_out,lt;lt_out,../op-plugin/op_plugin/ops/opapi/LtKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnMaskedSelect,已接入,src_scan,masked_select;masked_select.out,,masked_select;masked_select.out,exec_aclnn_masked_select;masked_select;masked_select_out,../op-plugin/op_plugin/ops/opapi/MaskedSelectKernelNpuOpApi.cpp,all_version,masked_select;masked_select.out,False,shared_by_2_ops;src_only
all,aclnnMaskedSoftmaxWithRelPosBias,已接入,yaml_exec,npu_masked_softmax_with_rel_pos_bias,npu_masked_softmax_with_rel_pos_bias,,,,all_version,,True,yaml_only
all,aclnnMatmul,已接入,src_scan,npu_attn_softmax_backward_,,npu_attn_softmax_backward_,_exec_fft;matmul_implement_npu;npu_attn_softmax_backward_,../op-plugin/op_plugin/ops/opapi/AttnSoftMaxBackwardKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/FFTc2cKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MatmulBackwardKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MatmulDoubleBackwardKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MatmulKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnMatmulAllReduce,已接入,src_scan,npu_mm_all_reduce_base,,npu_mm_all_reduce_base,npu_mm_all_reduce_base,../op-plugin/op_plugin/ops/opapi/MatmulAllReduceBaseKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnMatmulAllReduceAddRmsNorm,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnMatmulAllReduceV2,已接入,src_scan,npu_mm_all_reduce_base,,npu_mm_all_reduce_base,npu_mm_all_reduce_base,../op-plugin/op_plugin/ops/opapi/MatmulAllReduceBaseKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnMatmulCompress,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnMatmulCompressDequant,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnMatmulReduceScatter,已接入,src_scan,,,,size,../op-plugin/op_plugin/ops/opapi/FusedAdamWKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MatmulReduceScatterBaseKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnMatmulReduceScatterV2,已接入,src_scan,,,,size,../op-plugin/op_plugin/ops/opapi/FusedAdamWKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/MatmulReduceScatterBaseKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
